Insertions,Txt file time, csv file time
1,4.5299530029296875e-06,2.1457672119140625e-05
2,4.0531158447265625e-06,2.2649765014648438e-05
3,3.337860107421875e-06,4.76837158203125e-05
4,3.814697265625e-06,3.0517578125e-05
5,3.814697265625e-06,3.4809112548828125e-05
6,4.0531158447265625e-06,4.1961669921875e-05
7,4.0531158447265625e-06,5.245208740234375e-05
8,4.0531158447265625e-06,5.054473876953125e-05
9,4.0531158447265625e-06,5.602836608886719e-05
10,4.5299530029296875e-06,6.222724914550781e-05
11,4.5299530029296875e-06,7.581710815429688e-05
12,4.5299530029296875e-06,8.869171142578125e-05
13,5.7220458984375e-06,9.083747863769531e-05
14,5.9604644775390625e-06,0.00010251998901367188
15,6.198883056640625e-06,0.00010800361633300781
16,6.198883056640625e-06,0.00010728836059570312
17,7.3909759521484375e-06,0.00012826919555664062
18,7.3909759521484375e-06,0.00012731552124023438
19,7.152557373046875e-06,0.00013685226440429688
20,7.3909759521484375e-06,0.00013947486877441406
21,7.62939453125e-06,0.0001461505889892578
22,7.867813110351562e-06,0.000152587890625
23,7.867813110351562e-06,0.00015425682067871094
24,8.106231689453125e-06,0.00015974044799804688
25,7.867813110351562e-06,0.00016546249389648438
26,8.344650268554688e-06,0.000171661376953125
27,8.58306884765625e-06,0.00017786026000976562
28,9.059906005859375e-06,0.00019121170043945312
29,9.298324584960938e-06,0.00019121170043945312
30,9.298324584960938e-06,0.00019598007202148438
31,9.298324584960938e-06,0.00019669532775878906
32,9.059906005859375e-06,0.000202178955078125
33,2.1696090698242188e-05,0.0002238750457763672
34,2.2172927856445312e-05,0.00022649765014648438
35,2.1219253540039062e-05,0.00023412704467773438
36,2.0503997802734375e-05,0.00022649765014648438
37,2.0503997802734375e-05,0.00023818016052246094
38,2.2411346435546875e-05,0.0002448558807373047
39,2.1457672119140625e-05,0.0002512931823730469
40,2.193450927734375e-05,0.00028586387634277344
41,2.4557113647460938e-05,0.000286102294921875
42,2.4318695068359375e-05,0.00029540061950683594
43,2.574920654296875e-05,0.0002913475036621094
44,2.3603439331054688e-05,0.0002872943878173828
45,2.3603439331054688e-05,0.0002846717834472656
46,2.3603439331054688e-05,0.0002911090850830078
47,2.3126602172851562e-05,0.0002894401550292969
48,3.147125244140625e-05,0.0002942085266113281
49,3.5762786865234375e-05,0.0003077983856201172
50,2.3603439331054688e-05,0.00039458274841308594
51,2.5033950805664062e-05,0.00032901763916015625
52,2.5033950805664062e-05,0.00035953521728515625
53,2.6702880859375e-05,0.0003600120544433594
54,3.409385681152344e-05,0.0003654956817626953
55,4.2438507080078125e-05,0.00035881996154785156
56,2.6464462280273438e-05,0.0003676414489746094
57,2.7418136596679688e-05,0.00036263465881347656
58,2.6464462280273438e-05,0.00037598609924316406
59,3.695487976074219e-05,0.00035452842712402344
60,2.5510787963867188e-05,0.000392913818359375
61,2.765655517578125e-05,0.00040793418884277344
62,2.5510787963867188e-05,0.00036907196044921875
63,3.62396240234375e-05,0.0004010200500488281
64,2.765655517578125e-05,0.0004019737243652344
65,5.14984130859375e-05,0.00038504600524902344
66,5.14984130859375e-05,0.0004303455352783203
67,3.504753112792969e-05,0.00042724609375
