1,4.5299530029296875e-06,1.6689300537109375e-06,1.430511474609375e-06
2,8.106231689453125e-06,5.9604644775390625e-06,7.152557373046875e-06
3,5.9604644775390625e-06,4.5299530029296875e-06,4.76837158203125e-06
4,5.4836273193359375e-06,4.76837158203125e-06,5.4836273193359375e-06
5,5.9604644775390625e-06,5.4836273193359375e-06,6.198883056640625e-06
6,7.3909759521484375e-06,6.198883056640625e-06,7.152557373046875e-06
7,7.867813110351562e-06,6.67572021484375e-06,7.867813110351562e-06
8,9.059906005859375e-06,7.152557373046875e-06,8.58306884765625e-06
9,1.0013580322265625e-05,8.106231689453125e-06,9.775161743164062e-06
10,3.600120544433594e-05,8.821487426757812e-06,1.1205673217773438e-05
11,1.2159347534179688e-05,9.5367431640625e-06,1.1920928955078125e-05
12,1.3113021850585938e-05,1.049041748046875e-05,1.2874603271484375e-05
13,1.3828277587890625e-05,1.1444091796875e-05,1.4066696166992188e-05
14,1.52587890625e-05,1.2159347534179688e-05,1.52587890625e-05
15,1.6450881958007812e-05,1.2874603271484375e-05,1.621246337890625e-05
16,1.6927719116210938e-05,1.3589859008789062e-05,1.7404556274414062e-05
17,1.811981201171875e-05,1.430511474609375e-05,1.8358230590820312e-05
18,1.9550323486328125e-05,1.52587890625e-05,1.9311904907226562e-05
19,2.0503997802734375e-05,1.5735626220703125e-05,2.002716064453125e-05
20,2.1219253540039062e-05,1.6450881958007812e-05,2.1219253540039062e-05
21,2.2411346435546875e-05,1.71661376953125e-05,2.2172927856445312e-05
22,2.3603439331054688e-05,1.9073486328125e-05,2.384185791015625e-05
23,2.4318695068359375e-05,1.9311904907226562e-05,2.5033950805664062e-05
24,2.5510787963867188e-05,2.002716064453125e-05,2.574920654296875e-05
25,2.6226043701171875e-05,2.0503997802734375e-05,2.6702880859375e-05
26,2.765655517578125e-05,2.1457672119140625e-05,2.7418136596679688e-05
27,2.86102294921875e-05,2.2172927856445312e-05,2.8848648071289062e-05
28,2.956390380859375e-05,2.288818359375e-05,2.9802322387695312e-05
29,3.0517578125e-05,2.384185791015625e-05,3.123283386230469e-05
30,3.170967102050781e-05,2.4557113647460938e-05,3.1948089599609375e-05
31,3.2901763916015625e-05,2.5272369384765625e-05,3.2901763916015625e-05
32,3.3855438232421875e-05,2.574920654296875e-05,3.361701965332031e-05
33,3.457069396972656e-05,2.6464462280273438e-05,3.457069396972656e-05
34,3.600120544433594e-05,2.7179718017578125e-05,3.62396240234375e-05
35,3.695487976074219e-05,2.86102294921875e-05,3.814697265625e-05
36,3.790855407714844e-05,2.956390380859375e-05,3.7670135498046875e-05
37,3.8623809814453125e-05,3.0517578125e-05,3.886222839355469e-05
38,5.650520324707031e-05,4.4345855712890625e-05,4.0531158447265625e-05
39,4.220008850097656e-05,3.218650817871094e-05,4.124641418457031e-05
40,4.2438507080078125e-05,3.24249267578125e-05,4.220008850097656e-05
41,4.410743713378906e-05,3.4809112548828125e-05,4.57763671875e-05
42,4.410743713378906e-05,3.409385681152344e-05,1.430511474609375e-05
43,1.4543533325195312e-05,1.0967254638671875e-05,1.4781951904296875e-05
44,1.4781951904296875e-05,1.1444091796875e-05,1.4781951904296875e-05
45,1.52587890625e-05,1.1920928955078125e-05,1.52587890625e-05
46,1.5735626220703125e-05,1.1920928955078125e-05,1.5497207641601562e-05
47,1.5735626220703125e-05,1.2159347534179688e-05,1.5735626220703125e-05
48,1.5974044799804688e-05,1.2159347534179688e-05,1.5974044799804688e-05
49,1.6450881958007812e-05,1.2636184692382812e-05,1.621246337890625e-05
50,1.6927719116210938e-05,1.2874603271484375e-05,1.6450881958007812e-05
51,1.71661376953125e-05,1.3113021850585938e-05,1.6927719116210938e-05
52,1.7404556274414062e-05,1.33514404296875e-05,1.71661376953125e-05
53,1.7881393432617188e-05,1.3113021850585938e-05,1.7404556274414062e-05
54,1.8358230590820312e-05,1.3589859008789062e-05,1.7642974853515625e-05
55,1.8358230590820312e-05,1.4066696166992188e-05,1.8835067749023438e-05
56,1.9311904907226562e-05,1.4066696166992188e-05,1.8596649169921875e-05
57,1.9073486328125e-05,1.4066696166992188e-05,1.8596649169921875e-05
58,1.9073486328125e-05,1.430511474609375e-05,1.9311904907226562e-05
59,1.9788742065429688e-05,1.4781951904296875e-05,1.9073486328125e-05
60,2.9802322387695312e-05,1.5974044799804688e-05,2.0265579223632812e-05
61,2.1457672119140625e-05,1.52587890625e-05,1.9788742065429688e-05
62,2.0742416381835938e-05,1.5497207641601562e-05,2.002716064453125e-05
63,2.09808349609375e-05,1.5497207641601562e-05,2.0742416381835938e-05
64,2.1219253540039062e-05,1.5735626220703125e-05,2.0742416381835938e-05
65,2.1696090698242188e-05,1.6450881958007812e-05,2.09808349609375e-05
66,2.2172927856445312e-05,1.6450881958007812e-05,2.193450927734375e-05
67,2.2411346435546875e-05,1.6450881958007812e-05,2.193450927734375e-05
68,2.2649765014648438e-05,1.6927719116210938e-05,2.2172927856445312e-05
69,2.288818359375e-05,1.71661376953125e-05,2.2411346435546875e-05
