0,1.1920928955078125e-06,4.76837158203125e-07,2.384185791015625e-07
1,4.76837158203125e-07,2.384185791015625e-07,2.384185791015625e-07
2,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07
3,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07
4,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07
5,2.384185791015625e-07,2.384185791015625e-07,0.0
6,4.76837158203125e-07,2.384185791015625e-07,2.384185791015625e-07
7,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07
8,4.76837158203125e-07,2.384185791015625e-07,2.384185791015625e-07
9,4.76837158203125e-07,2.384185791015625e-07,2.384185791015625e-07
10,2.384185791015625e-07,2.384185791015625e-07,2.384185791015625e-07
11,4.76837158203125e-07,2.384185791015625e-07,2.384185791015625e-07
12,4.76837158203125e-07,2.384185791015625e-07,2.384185791015625e-07
13,4.76837158203125e-07,2.384185791015625e-07,2.384185791015625e-07
14,4.76837158203125e-07,0.0,2.384185791015625e-07
15,4.76837158203125e-07,2.384185791015625e-07,2.384185791015625e-07
16,4.76837158203125e-07,0.0,2.384185791015625e-07
17,4.76837158203125e-07,2.384185791015625e-07,2.384185791015625e-07
18,4.76837158203125e-07,2.384185791015625e-07,2.384185791015625e-07
19,4.76837158203125e-07,0.0,2.384185791015625e-07
20,4.76837158203125e-07,2.384185791015625e-07,0.0
21,7.152557373046875e-07,2.384185791015625e-07,2.384185791015625e-07
22,7.152557373046875e-07,2.384185791015625e-07,2.384185791015625e-07
23,7.152557373046875e-07,2.384185791015625e-07,2.384185791015625e-07
24,4.76837158203125e-07,2.384185791015625e-07,2.384185791015625e-07
25,7.152557373046875e-07,0.0,2.384185791015625e-07
26,7.152557373046875e-07,2.384185791015625e-07,2.384185791015625e-07
27,4.76837158203125e-07,2.384185791015625e-07,2.384185791015625e-07
28,4.76837158203125e-07,2.384185791015625e-07,2.384185791015625e-07
29,4.76837158203125e-07,2.384185791015625e-07,2.384185791015625e-07
30,4.76837158203125e-07,2.384185791015625e-07,2.384185791015625e-07
31,4.76837158203125e-07,2.384185791015625e-07,0.0
32,4.76837158203125e-07,2.384185791015625e-07,2.384185791015625e-07
33,7.152557373046875e-07,2.384185791015625e-07,2.384185791015625e-07
34,4.76837158203125e-07,2.384185791015625e-07,2.384185791015625e-07
35,7.152557373046875e-07,2.384185791015625e-07,2.384185791015625e-07
36,7.152557373046875e-07,2.384185791015625e-07,2.384185791015625e-07
37,7.152557373046875e-07,2.384185791015625e-07,2.384185791015625e-07
38,7.152557373046875e-07,2.384185791015625e-07,2.384185791015625e-07
39,7.152557373046875e-07,2.384185791015625e-07,2.384185791015625e-07
40,9.5367431640625e-07,2.384185791015625e-07,2.384185791015625e-07
41,9.5367431640625e-07,2.384185791015625e-07,2.384185791015625e-07
42,7.152557373046875e-07,2.384185791015625e-07,2.384185791015625e-07
43,9.5367431640625e-07,2.384185791015625e-07,2.384185791015625e-07
44,7.152557373046875e-07,2.384185791015625e-07,2.384185791015625e-07
45,7.152557373046875e-07,2.384185791015625e-07,0.0
46,9.5367431640625e-07,2.384185791015625e-07,2.384185791015625e-07
47,7.152557373046875e-07,2.384185791015625e-07,2.384185791015625e-07
48,9.5367431640625e-07,2.384185791015625e-07,2.384185791015625e-07
49,9.5367431640625e-07,2.384185791015625e-07,2.384185791015625e-07
50,7.152557373046875e-07,2.384185791015625e-07,2.384185791015625e-07
51,9.5367431640625e-07,2.384185791015625e-07,2.384185791015625e-07
52,9.5367431640625e-07,0.0,2.384185791015625e-07
53,9.5367431640625e-07,2.384185791015625e-07,2.384185791015625e-07
54,9.5367431640625e-07,2.384185791015625e-07,2.384185791015625e-07
55,9.5367431640625e-07,2.384185791015625e-07,2.384185791015625e-07
56,9.5367431640625e-07,2.384185791015625e-07,2.384185791015625e-07
57,1.1920928955078125e-06,2.384185791015625e-07,2.384185791015625e-07
58,9.5367431640625e-07,2.384185791015625e-07,2.384185791015625e-07
59,9.5367431640625e-07,2.384185791015625e-07,2.384185791015625e-07
60,1.1920928955078125e-06,2.384185791015625e-07,2.384185791015625e-07
61,9.5367431640625e-07,2.384185791015625e-07,0.0
62,1.1920928955078125e-06,0.0,2.384185791015625e-07
63,9.5367431640625e-07,2.384185791015625e-07,2.384185791015625e-07
64,1.1920928955078125e-06,2.384185791015625e-07,2.384185791015625e-07
65,1.1920928955078125e-06,2.384185791015625e-07,2.384185791015625e-07
66,1.1920928955078125e-06,2.384185791015625e-07,2.384185791015625e-07
67,1.1920928955078125e-06,2.384185791015625e-07,2.384185791015625e-07
68,9.5367431640625e-07,2.384185791015625e-07,2.384185791015625e-07
69,9.5367431640625e-07,2.384185791015625e-07,2.384185791015625e-07
70,1.1920928955078125e-06,2.384185791015625e-07,2.384185791015625e-07
71,9.5367431640625e-07,2.384185791015625e-07,2.384185791015625e-07
72,1.1920928955078125e-06,2.384185791015625e-07,2.384185791015625e-07
73,1.1920928955078125e-06,2.384185791015625e-07,2.384185791015625e-07
74,1.1920928955078125e-06,2.384185791015625e-07,2.384185791015625e-07
75,1.1920928955078125e-06,2.384185791015625e-07,2.384185791015625e-07
76,1.1920928955078125e-06,0.0,2.384185791015625e-07
