1,4.0531158447265625e-06,3.814697265625e-06
2,2.384185791015625e-06,1.430511474609375e-06
3,1.6689300537109375e-06,7.152557373046875e-07
4,1.9073486328125e-06,9.5367431640625e-07
5,1.430511474609375e-06,1.430511474609375e-06
6,1.430511474609375e-06,1.1920928955078125e-06
7,1.6689300537109375e-06,9.5367431640625e-07
8,1.9073486328125e-06,1.1920928955078125e-06
9,1.9073486328125e-06,1.6689300537109375e-06
10,2.1457672119140625e-06,1.430511474609375e-06
11,1.6689300537109375e-06,1.430511474609375e-06
12,1.9073486328125e-06,1.6689300537109375e-06
13,2.1457672119140625e-06,1.430511474609375e-06
14,2.86102294921875e-06,1.6689300537109375e-06
15,2.384185791015625e-06,1.430511474609375e-06
16,2.384185791015625e-06,1.6689300537109375e-06
17,1.6689300537109375e-06,1.430511474609375e-06
18,1.6689300537109375e-06,1.9073486328125e-06
19,1.9073486328125e-06,1.430511474609375e-06
20,1.6689300537109375e-06,1.430511474609375e-06
21,1.9073486328125e-06,1.1920928955078125e-06
22,1.9073486328125e-06,1.430511474609375e-06
23,1.9073486328125e-06,1.430511474609375e-06
24,1.9073486328125e-06,1.430511474609375e-06
25,2.1457672119140625e-06,1.1920928955078125e-06
26,2.1457672119140625e-06,1.430511474609375e-06
27,2.384185791015625e-06,0.00011968612670898438
28,2.86102294921875e-06,1.6689300537109375e-06
29,2.384185791015625e-06,1.430511474609375e-06
30,2.384185791015625e-06,1.430511474609375e-06
31,2.6226043701171875e-06,1.6689300537109375e-06
32,2.384185791015625e-06,1.6689300537109375e-06
33,2.6226043701171875e-06,1.430511474609375e-06
34,2.6226043701171875e-06,1.6689300537109375e-06
35,2.6226043701171875e-06,1.6689300537109375e-06
36,2.6226043701171875e-06,1.9073486328125e-06
37,2.86102294921875e-06,1.9073486328125e-06
38,2.86102294921875e-06,1.9073486328125e-06
39,2.86102294921875e-06,1.9073486328125e-06
40,2.86102294921875e-06,1.9073486328125e-06
41,3.0994415283203125e-06,1.9073486328125e-06
42,2.86102294921875e-06,1.9073486328125e-06
43,3.0994415283203125e-06,2.1457672119140625e-06
44,3.337860107421875e-06,2.384185791015625e-06
45,3.0994415283203125e-06,2.1457672119140625e-06
46,3.337860107421875e-06,2.1457672119140625e-06
47,3.0994415283203125e-06,2.6226043701171875e-06
48,3.337860107421875e-06,2.1457672119140625e-06
49,3.337860107421875e-06,2.1457672119140625e-06
50,3.337860107421875e-06,2.384185791015625e-06
51,3.5762786865234375e-06,2.1457672119140625e-06
52,3.5762786865234375e-06,2.384185791015625e-06
53,3.814697265625e-06,2.384185791015625e-06
54,3.5762786865234375e-06,2.384185791015625e-06
55,3.814697265625e-06,2.6226043701171875e-06
56,3.814697265625e-06,2.384185791015625e-06
57,3.814697265625e-06,3.0994415283203125e-06
58,3.814697265625e-06,2.86102294921875e-06
59,4.0531158447265625e-06,2.86102294921875e-06
60,4.0531158447265625e-06,3.337860107421875e-06
61,4.0531158447265625e-06,2.86102294921875e-06
62,4.291534423828125e-06,3.0994415283203125e-06
63,4.291534423828125e-06,2.86102294921875e-06
64,4.0531158447265625e-06,3.337860107421875e-06
65,4.5299530029296875e-06,2.86102294921875e-06
66,4.291534423828125e-06,3.0994415283203125e-06
67,4.5299530029296875e-06,3.0994415283203125e-06
68,4.5299530029296875e-06,3.0994415283203125e-06
69,4.291534423828125e-06,3.0994415283203125e-06
70,4.5299530029296875e-06,3.0994415283203125e-06
71,4.76837158203125e-06,3.0994415283203125e-06
72,4.76837158203125e-06,3.0994415283203125e-06
73,4.76837158203125e-06,3.337860107421875e-06
74,4.76837158203125e-06,3.0994415283203125e-06
75,5.0067901611328125e-06,3.5762786865234375e-06
76,5.0067901611328125e-06,3.5762786865234375e-06
77,5.0067901611328125e-06,3.5762786865234375e-06
78,5.245208740234375e-06,3.337860107421875e-06
79,5.245208740234375e-06,4.0531158447265625e-06
80,5.245208740234375e-06,3.5762786865234375e-06
81,5.245208740234375e-06,3.814697265625e-06
82,5.245208740234375e-06,3.337860107421875e-06
83,5.4836273193359375e-06,3.5762786865234375e-06
84,5.7220458984375e-06,3.5762786865234375e-06
85,5.4836273193359375e-06,3.5762786865234375e-06
86,5.4836273193359375e-06,4.0531158447265625e-06
87,1.7881393432617188e-05,3.814697265625e-06
88,5.7220458984375e-06,3.814697265625e-06
89,5.4836273193359375e-06,3.814697265625e-06
90,5.7220458984375e-06,4.0531158447265625e-06
91,5.9604644775390625e-06,4.0531158447265625e-06
92,5.7220458984375e-06,3.814697265625e-06
93,5.9604644775390625e-06,4.0531158447265625e-06
94,6.198883056640625e-06,3.814697265625e-06
95,6.198883056640625e-06,4.291534423828125e-06
96,5.9604644775390625e-06,4.0531158447265625e-06
97,6.198883056640625e-06,4.0531158447265625e-06
98,6.198883056640625e-06,4.291534423828125e-06
99,6.4373016357421875e-06,4.291534423828125e-06
100,6.4373016357421875e-06,4.291534423828125e-06
101,5.9604644775390625e-06,3.814697265625e-06
102,5.9604644775390625e-06,3.814697265625e-06
103,5.9604644775390625e-06,4.0531158447265625e-06
104,5.9604644775390625e-06,3.814697265625e-06
105,6.198883056640625e-06,4.0531158447265625e-06
106,6.198883056640625e-06,4.0531158447265625e-06
107,6.198883056640625e-06,4.291534423828125e-06
108,6.198883056640625e-06,4.291534423828125e-06
109,6.4373016357421875e-06,4.0531158447265625e-06
110,6.4373016357421875e-06,4.291534423828125e-06
111,6.67572021484375e-06,4.5299530029296875e-06
112,6.67572021484375e-06,4.291534423828125e-06
113,6.67572021484375e-06,4.291534423828125e-06
114,6.67572021484375e-06,4.5299530029296875e-06
115,6.9141387939453125e-06,4.291534423828125e-06
116,6.9141387939453125e-06,4.5299530029296875e-06
117,6.9141387939453125e-06,4.291534423828125e-06
118,6.9141387939453125e-06,4.5299530029296875e-06
119,1.7404556274414062e-05,4.5299530029296875e-06
120,7.3909759521484375e-06,4.76837158203125e-06
121,7.152557373046875e-06,4.5299530029296875e-06
122,6.9141387939453125e-06,4.291534423828125e-06
123,7.3909759521484375e-06,4.5299530029296875e-06
124,7.152557373046875e-06,4.5299530029296875e-06
125,7.62939453125e-06,4.5299530029296875e-06
126,7.3909759521484375e-06,4.76837158203125e-06
127,7.62939453125e-06,4.76837158203125e-06
128,7.3909759521484375e-06,5.245208740234375e-06
129,7.3909759521484375e-06,5.245208740234375e-06
130,7.62939453125e-06,5.0067901611328125e-06
131,7.62939453125e-06,5.245208740234375e-06
132,7.867813110351562e-06,5.0067901611328125e-06
133,7.867813110351562e-06,5.245208740234375e-06
134,7.62939453125e-06,5.245208740234375e-06
135,8.344650268554688e-06,5.0067901611328125e-06
136,7.867813110351562e-06,5.245208740234375e-06
137,8.106231689453125e-06,5.0067901611328125e-06
138,8.106231689453125e-06,5.245208740234375e-06
139,1.811981201171875e-05,5.4836273193359375e-06
140,8.344650268554688e-06,5.245208740234375e-06
141,8.58306884765625e-06,5.9604644775390625e-06
142,8.58306884765625e-06,5.4836273193359375e-06
143,8.821487426757812e-06,5.7220458984375e-06
144,1.71661376953125e-05,5.4836273193359375e-06
145,8.344650268554688e-06,5.4836273193359375e-06
146,8.58306884765625e-06,5.4836273193359375e-06
147,8.821487426757812e-06,5.4836273193359375e-06
148,8.58306884765625e-06,5.4836273193359375e-06
149,8.58306884765625e-06,5.7220458984375e-06
150,8.58306884765625e-06,5.7220458984375e-06
151,1.8835067749023438e-05,5.4836273193359375e-06
152,8.58306884765625e-06,5.9604644775390625e-06
153,8.58306884765625e-06,5.4836273193359375e-06
154,8.821487426757812e-06,7.3909759521484375e-06
155,1.049041748046875e-05,7.152557373046875e-06
156,9.059906005859375e-06,6.67572021484375e-06
157,8.821487426757812e-06,6.67572021484375e-06
158,8.821487426757812e-06,7.867813110351562e-06
159,9.298324584960938e-06,6.4373016357421875e-06
160,9.059906005859375e-06,7.152557373046875e-06
161,9.059906005859375e-06,8.58306884765625e-06
162,9.059906005859375e-06,6.198883056640625e-06
163,9.775161743164062e-06,6.198883056640625e-06
164,1.1444091796875e-05,6.4373016357421875e-06
165,1.0013580322265625e-05,8.106231689453125e-06
166,1.049041748046875e-05,8.106231689453125e-06
167,1.0251998901367188e-05,7.3909759521484375e-06
168,1.2159347534179688e-05,9.059906005859375e-06
169,1.1920928955078125e-05,7.867813110351562e-06
170,1.1205673217773438e-05,7.152557373046875e-06
171,1.0967254638671875e-05,1.6450881958007812e-05
172,1.0013580322265625e-05,6.198883056640625e-06
173,9.775161743164062e-06,6.4373016357421875e-06
174,1.0013580322265625e-05,1.5497207641601562e-05
175,1.8835067749023438e-05,6.4373016357421875e-06
176,1.0013580322265625e-05,6.4373016357421875e-06
177,1.0013580322265625e-05,6.4373016357421875e-06
178,1.0251998901367188e-05,6.198883056640625e-06
179,1.0251998901367188e-05,6.198883056640625e-06
180,1.0251998901367188e-05,6.4373016357421875e-06
181,1.0251998901367188e-05,6.67572021484375e-06
182,1.049041748046875e-05,6.67572021484375e-06
183,1.049041748046875e-05,6.67572021484375e-06
184,1.049041748046875e-05,6.67572021484375e-06
185,1.049041748046875e-05,6.67572021484375e-06
186,1.0728836059570312e-05,6.4373016357421875e-06
187,1.049041748046875e-05,6.4373016357421875e-06
188,1.0728836059570312e-05,6.67572021484375e-06
189,1.0728836059570312e-05,6.67572021484375e-06
190,1.1205673217773438e-05,6.67572021484375e-06
191,1.0728836059570312e-05,6.9141387939453125e-06
192,1.0967254638671875e-05,6.9141387939453125e-06
193,1.0967254638671875e-05,6.9141387939453125e-06
194,1.1444091796875e-05,6.67572021484375e-06
195,1.1205673217773438e-05,6.67572021484375e-06
196,1.0967254638671875e-05,6.9141387939453125e-06
197,1.1205673217773438e-05,6.9141387939453125e-06
198,1.1205673217773438e-05,6.9141387939453125e-06
199,1.1205673217773438e-05,7.152557373046875e-06
200,1.1205673217773438e-05,7.152557373046875e-06
201,1.1444091796875e-05,7.152557373046875e-06
202,1.1682510375976562e-05,7.3909759521484375e-06
203,1.1444091796875e-05,7.3909759521484375e-06
204,1.1444091796875e-05,7.3909759521484375e-06
205,1.1682510375976562e-05,7.3909759521484375e-06
206,1.1682510375976562e-05,7.152557373046875e-06
207,1.1920928955078125e-05,7.152557373046875e-06
208,1.1920928955078125e-05,7.3909759521484375e-06
209,1.1920928955078125e-05,7.3909759521484375e-06
210,1.2159347534179688e-05,7.3909759521484375e-06
211,1.1920928955078125e-05,7.3909759521484375e-06
212,1.1920928955078125e-05,7.3909759521484375e-06
213,1.2159347534179688e-05,7.3909759521484375e-06
214,1.2159347534179688e-05,7.62939453125e-06
215,1.2159347534179688e-05,7.62939453125e-06
216,1.2159347534179688e-05,7.62939453125e-06
217,1.239776611328125e-05,7.867813110351562e-06
